title,url,used_url,body_len,label,confidence,evidence,aspects,lex_margin,lex_hits_pos_n,lex_hits_neg_n,trig_pos,trig_neg,impact_score,impact_tier,impact_why,sent_score,label_int,model_used,simhash64,reused_from_cluster,domain,date
"Three Russian doctors fall from hospital windows, raising questions amid coronavirus pandemic - CNN",https://news.google.com/rss/articles/CBMifkFVX3lxTE9KWGlHd0tUWm8wYlVNbGlHeF9TUHlqMnB2RXRkUmF1SmdWVmRWS1p3TUxEWUNjV05qUXJJblhwNkF2MklueUZOMWRPVXB3bF9heFZKOUNYb2lSWHB3cGt6bXJveEM4NnIxdmhvQ2xJeEh4NHNiZFBzTjVGVUdUQQ?oc=5,https://news.google.com/rss/articles/CBMifkFVX3lxTE9KWGlHd0tUWm8wYlVNbGlHeF9TUHlqMnB2RXRkUmF1SmdWVmRWS1p3TUxEWUNjV05qUXJJblhwNkF2MklueUZOMWRPVXB3bF9heFZKOUNYb2lSWHB3cGt6bXJveEM4NnIxdmhvQ2xJeEh4NHNiZFBzTjVGVUdUQQ?oc=5,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,7092258303335341112,0,news.google.com,2020-05-03
"Windows virtual desktops: How you can manage, monitor and virtualise devices remotely - TechRepublic",https://news.google.com/rss/articles/CBMivgFBVV95cUxPN3hUMFAwRkRUbTRvZUt0cnNUVXVmVF9YUldHeEZQdG05WE9Zb0FidTAxbVVyNk5uaWg0RURXUWxTQ1dNYnoyMUZldk1MSl9Xc3dDWVFXak5wNUNEb012UjhHUDFuV0pZbTFkNU1TYlZKSlVvRUk2TlkzU1gyNVRjNzU0MmJrdEpRbHJHTmJxZWhTN0pTdmdKUVlmZFliM2g3ejA5bEl0aDRmZUVMSnR5dE4xWEx4cHQ1dzdWbUdB?oc=5,https://news.google.com/rss/articles/CBMivgFBVV95cUxPN3hUMFAwRkRUbTRvZUt0cnNUVXVmVF9YUldHeEZQdG05WE9Zb0FidTAxbVVyNk5uaWg0RURXUWxTQ1dNYnoyMUZldk1MSl9Xc3dDWVFXak5wNUNEb012UjhHUDFuV0pZbTFkNU1TYlZKSlVvRUk2TlkzU1gyNVRjNzU0MmJrdEpRbHJHTmJxZWhTN0pTdmdKUVlmZFliM2g3ejA5bEl0aDRmZUVMSnR5dE4xWEx4cHQ1dzdWbUdB?oc=5,0,bullish,0.6,tops,[],0.0,0,0,tops,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,5723607988932274921,0,news.google.com,2020-05-10
This $7 Surface Cleaner Saved My White Marble Countertops from Deep Stains - Apartment Therapy,https://news.google.com/rss/articles/CBMiigFBVV95cUxQVUZsdTRMbk94c0NaSy12cjZscTRrMGU4eTVZaFU5Ujg2d2tJNkhrcFZaRFBxU3JoWWZuM19rdC1OUmlpWmYwSWh5Qk9wbGtPejRrRWJTRjZGSjRSNlRKeVIzOWRuaExfS2N1M0x2NDlTalhUdHVEZi12SElqQTVuNnFwdDZodGpvYkE?oc=5,https://news.google.com/rss/articles/CBMiigFBVV95cUxQVUZsdTRMbk94c0NaSy12cjZscTRrMGU4eTVZaFU5Ujg2d2tJNkhrcFZaRFBxU3JoWWZuM19rdC1OUmlpWmYwSWh5Qk9wbGtPejRrRWJTRjZGSjRSNlRKeVIzOWRuaExfS2N1M0x2NDlTalhUdHVEZi12SElqQTVuNnFwdDZodGpvYkE?oc=5,0,bullish,0.6,tops,[],0.0,0,0,tops,,0.16,weak,conf=0.60; novelty,0.6,1,gpt-4o-mini,17380973156229889913,0,news.google.com,2020-05-11
We will all miss the office if it dies - Businessday NG,https://news.google.com/rss/articles/CBMihwFBVV95cUxOS21sX0x4Qzh3V3gzcDlMZXl3Z29pazZUbDZKN3VGN3MyY29Jdm51ZHJETzVOczU3SGp0VjcwdUZjQkN6dmdIQzBCR185WWlxeXhhYkxYd0dUX3hIdzlaXy1DNENfTDl1NklwOTZqRFZnQjNEQklsZDNBREplY2JlTGxoRlNTdms?oc=5,https://news.google.com/rss/articles/CBMihwFBVV95cUxOS21sX0x4Qzh3V3gzcDlMZXl3Z29pazZUbDZKN3VGN3MyY29Jdm51ZHJETzVOczU3SGp0VjcwdUZjQkN6dmdIQzBCR185WWlxeXhhYkxYd0dUX3hIdzlaXy1DNENfTDl1NklwOTZqRFZnQjNEQklsZDNBREplY2JlTGxoRlNTdms?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,3534144949677655121,0,news.google.com,2020-05-15
"UnitedHealth, Microsoft launch COVID-19 screening app for employers - Healthcare Dive",https://news.google.com/rss/articles/CBMipwFBVV95cUxQLUl3aWZCSndlaFpuZVctdXVFQjNzUHZDNzdXeDA5RXg4X3RjUkwzNnpocDhjbWFLdHp6ZFctQmp6eGZwcUxvMjhoVHMwNmhlbEpBdFk5VzNramJWYTlpZmZtaGQxVnhpd1B4Zlhwb0hCZGg5T1hMeDJBLTRtbFpGRFl2d2YyOEZxcDBTVl9XQUtRQlpKV2NwSzYwbkxzc3MybWRtZ3hHZw?oc=5,https://news.google.com/rss/articles/CBMipwFBVV95cUxQLUl3aWZCSndlaFpuZVctdXVFQjNzUHZDNzdXeDA5RXg4X3RjUkwzNnpocDhjbWFLdHp6ZFctQmp6eGZwcUxvMjhoVHMwNmhlbEpBdFk5VzNramJWYTlpZmZtaGQxVnhpd1B4Zlhwb0hCZGg5T1hMeDJBLTRtbFpGRFl2d2YyOEZxcDBTVl9XQUtRQlpKV2NwSzYwbkxzc3MybWRtZ3hHZw?oc=5,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,12089087727423978990,0,news.google.com,2020-05-14
"How to Miss What Isn't Gone: Thoughts on Modern Nostalgias While Watching ""The Office"" - Los Angeles Review of Books",https://news.google.com/rss/articles/CBMib0FVX3lxTFB2OFlCOXhuZzBnc1ZZdEo2MWg0ZHoyaHZabU94ZUlnWDlWcnVsUVpLX1dHSS1NRnJ6Tjh0T2tkOVd6QUxMUUNvVnFyVjU3SzdTQ3E2dWoxZUIyRnRfZDJ6TEhSOWFpbkZVY01UaW5GOA?oc=5,https://news.google.com/rss/articles/CBMib0FVX3lxTFB2OFlCOXhuZzBnc1ZZdEo2MWg0ZHoyaHZabU94ZUlnWDlWcnVsUVpLX1dHSS1NRnJ6Tjh0T2tkOVd6QUxMUUNvVnFyVjU3SzdTQ3E2dWoxZUIyRnRfZDJ6TEhSOWFpbkZVY01UaW5GOA?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,8956201283491458676,0,news.google.com,2020-05-23
Sea surface salinity estimates from spaceborne L-band radiometers: An overview of the first decade of observation (2010–2019) - ScienceDirect.com,https://news.google.com/rss/articles/CBMidkFVX3lxTFB0LWtGNU1DRWx6RGRIX0ZnWUtJd2kxX1hmUlBHMVFwM1ExOHRnYmhrem5XdE93Q2ZHVlRCdHktYzhqMWs0RldsUGt3RkhBanlsc3FzRWxudW1WOUVmYTZZbGZ5eElSZXQwT1JleW8tcGtBRU9EWHc?oc=5,https://news.google.com/rss/articles/CBMidkFVX3lxTFB0LWtGNU1DRWx6RGRIX0ZnWUtJd2kxX1hmUlBHMVFwM1ExOHRnYmhrem5XdE93Q2ZHVlRCdHktYzhqMWs0RldsUGt3RkhBanlsc3FzRWxudW1WOUVmYTZZbGZ5eElSZXQwT1JleW8tcGtBRU9EWHc?oc=5,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,9045931551221053508,0,news.google.com,2020-05-31
Introducing Hack Club’s Summer of Making - The GitHub Blog,https://news.google.com/rss/articles/CBMif0FVX3lxTE1BX1JTbkJYWGU1eGk5YWdIM0UzeWh2bXByMVdWS0NHbjRuTjJJWnBVQ2RwT2lxV25CenhuQ2JwUHlvcmNORjMwV20yVUJ0bWVmWlh4QnNSaFNubnhmSlRtRm5SQk9Ib29FQmpTejJqNGxpZWQ5SnE3YW5EdGhoSlk?oc=5,https://news.google.com/rss/articles/CBMif0FVX3lxTE1BX1JTbkJYWGU1eGk5YWdIM0UzeWh2bXByMVdWS0NHbjRuTjJJWnBVQ2RwT2lxV25CenhuQ2JwUHlvcmNORjMwV20yVUJ0bWVmWlh4QnNSaFNubnhmSlRtRm5SQk9Ib29FQmpTejJqNGxpZWQ5SnE3YW5EdGhoSlk?oc=5,0,bearish,0.78,\bdata breach\b|\bhack(ed|ing)?\b|\bsecurity flaw\b,[],1.8,0,1,,,0.629,medium,hard_trig; lex=0.90; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,2277687606376621556,0,news.google.com,2020-05-27
I Miss Staring Out of Bus Windows - VICE,https://news.google.com/rss/articles/CBMigwFBVV95cUxPS2hNdG9MTlZiRHJtcEVVdXpkMGdLRHZQTFhtaXVqQlJGeVBtMUswX3dFYXFaRTJHM1ZiTGt0Y0ZDT2Yxa0U3aUtPS3B6dWV4TGZkM1hXUVRYVi1SdXRuNDhRdk85S2tyc1EtWWVaeFZSdHg4X0VzdEZfOVlYenItbE9jNA?oc=5,https://news.google.com/rss/articles/CBMigwFBVV95cUxPS2hNdG9MTlZiRHJtcEVVdXpkMGdLRHZQTFhtaXVqQlJGeVBtMUswX3dFYXFaRTJHM1ZiTGt0Y0ZDT2Yxa0U3aUtPS3B6dWV4TGZkM1hXUVRYVi1SdXRuNDhRdk85S2tyc1EtWWVaeFZSdHg4X0VzdEZfOVlYenItbE9jNA?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,17720466336599494385,0,news.google.com,2020-06-03
Inside Microsoft’s Mission to Go Carbon Negative - Bloomberg.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxQc0VFVlBLdC1MMFZLNENNRFVFSFE3R2syNjF0WEE3OTFDM0NqRXNralBHZWxtNy01aFpCcnJyYTJyRXM0d1A3b29lbGVTUlE3UWJMeGFWcFRDY2U4dDBvNE56dlRDMW9RYXVNRGROR19SRDhCVWRFeGpRRDJIejNrdkI2NE10SGNJbDVVOW13cUJoUllZS0VjSjFsazNxaU15RjVwTGFJYTdFUkN2MlhxY3dVNHo?oc=5,https://news.google.com/rss/articles/CBMitAFBVV95cUxQc0VFVlBLdC1MMFZLNENNRFVFSFE3R2syNjF0WEE3OTFDM0NqRXNralBHZWxtNy01aFpCcnJyYTJyRXM0d1A3b29lbGVTUlE3UWJMeGFWcFRDY2U4dDBvNE56dlRDMW9RYXVNRGROR19SRDhCVWRFeGpRRDJIejNrdkI2NE10SGNJbDVVOW13cUJoUllZS0VjSjFsazNxaU15RjVwTGFJYTdFUkN2MlhxY3dVNHo?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,5115279105027406129,0,news.google.com,2020-06-03
The Higher Education Commission of Pakistan deploys Microsoft Teams to over 100 universities. - Microsoft Source,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNMWxlTm9FVUhMV1h5X01CUmtSZVh1UnBtZkQydVZGU01hbTQwaks4ZV95Ujh6cGFNUUpkSU9OZjhqSXRRUkhYV3dBTUpuLWVkSTdKbjNtcTV2V2FYRzFKYVhXeFJGc1JtaG9PaTBDUjZCcndkX3B6Y2dxdm4wRmJZTnNmbEpsMUtsVEtLc056OWs2TjRQbzFVU3Z2Q3pVeVhUc0ZZQ3V1MzRkcU5qc0ZtVFJENDQxODU5R0IwdmJWSy14Q1Fsd2otUmpXTGtwS2lBVmdB?oc=5,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNMWxlTm9FVUhMV1h5X01CUmtSZVh1UnBtZkQydVZGU01hbTQwaks4ZV95Ujh6cGFNUUpkSU9OZjhqSXRRUkhYV3dBTUpuLWVkSTdKbjNtcTV2V2FYRzFKYVhXeFJGc1JtaG9PaTBDUjZCcndkX3B6Y2dxdm4wRmJZTnNmbEpsMUtsVEtLc056OWs2TjRQbzFVU3Z2Q3pVeVhUc0ZZQ3V1MzRkcU5qc0ZtVFJENDQxODU5R0IwdmJWSy14Q1Fsd2otUmpXTGtwS2lBVmdB?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,4399204311870465467,0,news.google.com,2020-06-03
"Post-Wildfire Surface Deformation Near Batagay, Eastern Siberia, Detected by L-Band and C-Band InSAR - AGU Publications",https://news.google.com/rss/articles/CBMickFVX3lxTFBER3IyTFR5bXJtci1qV25Rd0JsWnY1ZTNTa0VTYjV2WmhLWDBGcHhFTjA0SHRSY0F6VHUzT3o3bUx3bHhwVUVCUlZEME16RVd6eGtPNDE3ZGFPRmJWM205RmNPa2swb0FicEhDV0o1SC1ZZw?oc=5,https://news.google.com/rss/articles/CBMickFVX3lxTFBER3IyTFR5bXJtci1qV25Rd0JsWnY1ZTNTa0VTYjV2WmhLWDBGcHhFTjA0SHRSY0F6VHUzT3o3bUx3bHhwVUVCUlZEME16RVd6eGtPNDE3ZGFPRmJWM205RmNPa2swb0FicEhDV0o1SC1ZZw?oc=5,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,9011045196050726247,0,news.google.com,2020-06-08
"As Office Visits Fall, Telehealth Takes Hold - Epic Research",https://news.google.com/rss/articles/CBMihAFBVV95cUxORUxuTW1heVU3ZThWcW5aaUlpVzVZWFRYM2s1VGNjaFQ3S0VJYnplZ0RNbHJSbzRXNDhTQlpkZmowQklLbDNHVVI3Yy1Bd054M0gzNTZyLVpVeDhUSlNEOGFTMzdQT1ZNeUkybFc3UGxncTA3cFZ2Y3ZIYm5haVVrekJKSTc?oc=5,https://news.google.com/rss/articles/CBMihAFBVV95cUxORUxuTW1heVU3ZThWcW5aaUlpVzVZWFRYM2s1VGNjaFQ3S0VJYnplZ0RNbHJSbzRXNDhTQlpkZmowQklLbDNHVVI3Yy1Bd054M0gzNTZyLVpVeDhUSlNEOGFTMzdQT1ZNeUkybFc3UGxncTA3cFZ2Y3ZIYm5haVVrekJKSTc?oc=5,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,14703893027260109107,0,news.google.com,2020-06-11
"Portions of Southern Utah, Mesquite starting week in red flag fire warning - St. George News",https://news.google.com/rss/articles/CBMi-wFBVV95cUxPNE9tOEwwTmdUcUo5a21VWHM5UEdQSkQ5VVA4SUppTWNIcEU5Tmp1ejRaNk5oTXQtSGhocUU3N2pST3ppcm5YdzNGb09NSkd5MHZWLURZVEhiVEM0Y3pGbG0zSVRQdE1RRU5xdGt5SC1kcllJRnN3NERyVjQwYU9rbmhFWXVnOFFmbF9YZTFvY0I3TmRmMGhBMkdQNk50aU5xSVBXTkdyLVpTQ0pVSFU5ZUppd0xCd2htUXR6aFRNakY3Wk5BNU9fc3A3VXhpeFhjeEN5bUw0RmlLejNrSll1bHpQZ0NlWGVkYTVwc0VlenlaOGktOVlfR2syTQ?oc=5,https://news.google.com/rss/articles/CBMi-wFBVV95cUxPNE9tOEwwTmdUcUo5a21VWHM5UEdQSkQ5VVA4SUppTWNIcEU5Tmp1ejRaNk5oTXQtSGhocUU3N2pST3ppcm5YdzNGb09NSkd5MHZWLURZVEhiVEM0Y3pGbG0zSVRQdE1RRU5xdGt5SC1kcllJRnN3NERyVjQwYU9rbmhFWXVnOFFmbF9YZTFvY0I3TmRmMGhBMkdQNk50aU5xSVBXTkdyLVpTQ0pVSFU5ZUppd0xCd2htUXR6aFRNakY3Wk5BNU9fc3A3VXhpeFhjeEN5bUw0RmlLejNrSll1bHpQZ0NlWGVkYTVwc0VlenlaOGktOVlfR2syTQ?oc=5,0,bearish,0.55,warning,[],0.0,0,0,,warning,0.124,weak,conf=0.55; pen:low_relevance; novelty,-0.55,-1,gpt-4o-mini,1651974919425256356,0,news.google.com,2020-06-13
GitHub abandons 'master' term to avoid slavery row - BBC,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9STlJVZUM1M0dIb2hwWDZNZzdIOUR1V3RMODhKTGxiZ0lOTWVIS0VzZTVDY0R3Y2lOdFpPODM2Ui1SdVgtWG0yUkxlMUh6enJTeUF5WklpQdIBXEFVX3lxTE9nbkhmZWtoMmNmdjBwb25ZNzNiSlpoTFNiQ3lOcGxTRVU1OWk0WWhwQ3lvdFE4SlpPZml1ZU1JOHFmbDBWWk95bjFDQ0xOall0dnNrSWFTbWFnYkFk?oc=5,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9STlJVZUM1M0dIb2hwWDZNZzdIOUR1V3RMODhKTGxiZ0lOTWVIS0VzZTVDY0R3Y2lOdFpPODM2Ui1SdVgtWG0yUkxlMUh6enJTeUF5WklpQdIBXEFVX3lxTE9nbkhmZWtoMmNmdjBwb25ZNzNiSlpoTFNiQ3lOcGxTRVU1OWk0WWhwQ3lvdFE4SlpPZml1ZU1JOHFmbDBWWk95bjFDQ0xOall0dnNrSWFTbWFnYkFk?oc=5,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,12090772870723073042,0,news.google.com,2020-06-14
"Steve Bing Dies: Film Financier & Philanthropist Jumped From Century City Building, Authorities Say - Deadline",https://news.google.com/rss/articles/CBMijwFBVV95cUxOMXVtNk9xdVFqYzUtMDMzdUFSbXFvM3VUaWtzMmVJYmF0bzdKbEo2OVc4UVlOZ2JaazM2MGxqOHNOU096QWtSUDczNlVFUEwwNG5zaEZ3R1o4M2txbFMzbjNiNTlXaG9wZUNacE5fMFZVN0xidllaRVU5VWdiVFVOYUNRdWMzdmJiS01qMG14cw?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxOMXVtNk9xdVFqYzUtMDMzdUFSbXFvM3VUaWtzMmVJYmF0bzdKbEo2OVc4UVlOZ2JaazM2MGxqOHNOU096QWtSUDczNlVFUEwwNG5zaEZ3R1o4M2txbFMzbjNiNTlXaG9wZUNacE5fMFZVN0xidllaRVU5VWdiVFVOYUNRdWMzdmJiS01qMG14cw?oc=5,0,bullish,0.72,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.12,1,0,,,0.27,weak,lex=0.56; conf=0.72; pen:low_relevance; novelty,0.72,1,gpt-4o-mini,6622786237557951519,0,news.google.com,2020-06-21
Pilot investigation into osteotome hard surface coating and cutting-edge degradation - Journal of Orthopaedic Surgery and Research,https://news.google.com/rss/articles/CBMifkFVX3lxTE82aDNTQnp0WXl4dWtma1VkZklLeXpPMFlRUXlWcGtCM29IbGttLWNVRnZIMVVqV3BpeC05TGFlTGFkWDd3eW5ZNWNpTzN5NEhWb0ZUQnNOMEt4RXdTaTlSSTZEM3ZIX294Q1FOTHphMEs0MDhxTXFZbS1sMG5fQQ?oc=5,https://news.google.com/rss/articles/CBMifkFVX3lxTE82aDNTQnp0WXl4dWtma1VkZklLeXpPMFlRUXlWcGtCM29IbGttLWNVRnZIMVVqV3BpeC05TGFlTGFkWDd3eW5ZNWNpTzN5NEhWb0ZUQnNOMEt4RXdTaTlSSTZEM3ZIX294Q1FOTHphMEs0MDhxTXFZbS1sMG5fQQ?oc=5,0,bullish,0.78,surge,[],1.4,1,0,surge,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,4456042750661600882,0,news.google.com,2020-07-09
"Jette Gebhart, Director, Office of Energy Market Regulation - Federal Energy Regulatory Commission (.gov)",https://news.google.com/rss/articles/CBMigAFBVV95cUxNUHY5R0NBbW5sRlEzakNBNV91ZmZNV21DMkN2amJKY01nZ0NLcWd5T3FKMjh1bXgwNnVVSDF5UlJNcUJoQ3JxWmRpUzhEYXpFTFlkazZ0VmNJZF9falNDUFpoMTFXYTRudEU0WVl2dGM2aFpFRTBBV2V4MUxWb3RtbQ?oc=5,https://news.google.com/rss/articles/CBMigAFBVV95cUxNUHY5R0NBbW5sRlEzakNBNV91ZmZNV21DMkN2amJKY01nZ0NLcWd5T3FKMjh1bXgwNnVVSDF5UlJNcUJoQ3JxWmRpUzhEYXpFTFlkazZ0VmNJZF9falNDUFpoMTFXYTRudEU0WVl2dGM2aFpFRTBBV2V4MUxWb3RtbQ?oc=5,0,bearish,0.6,miss,[],0.0,0,0,,miss,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,3805314045676305534,0,news.google.com,2020-07-30
"Microsoft and Samsung expand partnership, empowering you across work and play - Windows Blog",https://news.google.com/rss/articles/CBMizAFBVV95cUxQZGRwNGZBVWx2RE9iUjNFRl9hdDNBNTRRVDZjWkQ4X2JCYkpmcHAyRDUyMHhjTm94UUZ4ZUV1M0kyZnA1NFNNaUoxR3ZlMFJSYXdwZ1BzOW00bTVpQWdIT0lVTnpMSEVJSU9HdEZIejFzOUJ3RDFLbWN1dElzRWZyNG8tVjJMcnhPSGI5REdfbzlUUVhQbW40X1l1T3dnV2dFYkRuV3lzb1dsYXYxRWMwYkNpVEtRN19BcUVBYWpHaG03RDNyUkxIaHlNYkE?oc=5,https://news.google.com/rss/articles/CBMizAFBVV95cUxQZGRwNGZBVWx2RE9iUjNFRl9hdDNBNTRRVDZjWkQ4X2JCYkpmcHAyRDUyMHhjTm94UUZ4ZUV1M0kyZnA1NFNNaUoxR3ZlMFJSYXdwZ1BzOW00bTVpQWdIT0lVTnpMSEVJSU9HdEZIejFzOUJ3RDFLbWN1dElzRWZyNG8tVjJMcnhPSGI5REdfbzlUUVhQbW40X1l1T3dnV2dFYkRuV3lzb1dsYXYxRWMwYkNpVEtRN19BcUVBYWpHaG03RDNyUkxIaHlNYkE?oc=5,0,bullish,0.78,partnership,[],1.4,1,0,partnership,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,2216624015855791736,0,news.google.com,2020-08-04
"Microsoft delays new 'Halo' game, its best chance at winning this fall's console wars, until 2021 - CNBC",https://news.google.com/rss/articles/CBMinAFBVV95cUxOOGFWeEpYRHltOEFhZXNoY0pBckI3RDFxYmVhRkp6aXRBbG4tanpqbUF3NUQtSVhKZUk5NUZnTVNCSkhVR1ZEZGRTMUtablVHWndGY2h6UGxFR3d0eGVjRVp2a0pNRklKZHItUEN1UVZ0dUdnUFRidkZfYXRTb25xc19uUVVyWGp5a1FBLUVJY0NtX0dIbXlxY1VmU0rSAaIBQVVfeXFMT0d3dGU2ZndxU19YOXJuMGxvTXhZYTB0eEM1UGdCTk9ORWNwS3JGR3gwd0NmbnhkTmZneU43WDVXeHdtN08zZ0hkMXJDWnhDVVZuaVZrcFk3V3lZRWxpaXU3MkVCMjhPbGJkblhQUmlrdlZLWXNOalgwQjBlM1Y5OEdPRUt2UnpXRl9CR2wyQlExMHVjZUhmVlNZNFozNnUyN1N3?oc=5,https://news.google.com/rss/articles/CBMinAFBVV95cUxOOGFWeEpYRHltOEFhZXNoY0pBckI3RDFxYmVhRkp6aXRBbG4tanpqbUF3NUQtSVhKZUk5NUZnTVNCSkhVR1ZEZGRTMUtablVHWndGY2h6UGxFR3d0eGVjRVp2a0pNRklKZHItUEN1UVZ0dUdnUFRidkZfYXRTb25xc19uUVVyWGp5a1FBLUVJY0NtX0dIbXlxY1VmU0rSAaIBQVVfeXFMT0d3dGU2ZndxU19YOXJuMGxvTXhZYTB0eEM1UGdCTk9ORWNwS3JGR3gwd0NmbnhkTmZneU43WDVXeHdtN08zZ0hkMXJDWnhDVVZuaVZrcFk3V3lZRWxpaXU3MkVCMjhPbGJkblhQUmlrdlZLWXNOalgwQjBlM1Y5OEdPRUt2UnpXRl9CR2wyQlExMHVjZUhmVlNZNFozNnUyN1N3?oc=5,0,bearish,0.78,delay,[],1.4,0,1,,delay,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,2303332599715345458,0,news.google.com,2020-08-10
The decline of the office romance - The Economist,https://news.google.com/rss/articles/CBMihgFBVV95cUxQZVZXU0Z0QTJMOXQ5dDFfM1N6U2tIbkUyV1N4YXNOcERLWWg1VFZtaGJKUnkySUlBY3cyTXBhazVlZ1ozZjZwRndEWWlKeDUtZWlhbUZpbEt5cTlKM2J2MzhoUUlKa0NlWGpCVWJkaHV0Ulp4cHktRWZyS0JkckxNSG1OQWxVQQ?oc=5,https://news.google.com/rss/articles/CBMihgFBVV95cUxQZVZXU0Z0QTJMOXQ5dDFfM1N6U2tIbkUyV1N4YXNOcERLWWg1VFZtaGJKUnkySUlBY3cyTXBhazVlZ1ozZjZwRndEWWlKeDUtZWlhbUZpbEt5cTlKM2J2MzhoUUlKa0NlWGpCVWJkaHV0Ulp4cHktRWZyS0JkckxNSG1OQWxVQQ?oc=5,0,bearish,0.78,\b(plunge|slump|tumble|drop|fall|decline|slides?|sinks?|dives?)\b,[],1.4,0,1,,,0.381,weak,lex=0.70; conf=0.78; novelty,-0.78,-1,gpt-4o-mini,9164254901808097239,0,news.google.com,2020-08-12
Reimagining the Urban Office - Harvard Business Review,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9yWkZYd2twNGtHSThLRUJqXzVGd3lSLVNKM0RDOU1qWDVjR2FUUTNPYnZfdlREeUhEU0REOHJCQi1DeVFpbE40cDd5a3dsb2pPZ2xGSU5FNjB4dUdWVDlyYVJn?oc=5,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9yWkZYd2twNGtHSThLRUJqXzVGd3lSLVNKM0RDOU1qWDVjR2FUUTNPYnZfdlREeUhEU0REOHJCQi1DeVFpbE40cDd5a3dsb2pPZ2xGSU5FNjB4dUdWVDlyYVJn?oc=5,0,bearish,0.6,ban,[],0.0,0,0,,ban,0.16,weak,conf=0.60; novelty,-0.6,-1,gpt-4o-mini,4551327683998888789,0,news.google.com,2020-08-13
Introducing the Rally + GitHub integration - The GitHub Blog,https://news.google.com/rss/articles/CBMifkFVX3lxTE51T2lDVWQ3Ui1JWGlXTl94MFEzX2NyMzFpTUJ2aFRGM0ZoWDN2SlRReWJsbzhCcjhrTDM0YWFzZklQYW9TLXIyX0xhZTUzMjBOdFdvRzctMlVja2ZKcUs0RDBoWjAwbFhoWW02by1iUkdMNEVWdkk1QmhzTjBKUQ?oc=5,https://news.google.com/rss/articles/CBMifkFVX3lxTE51T2lDVWQ3Ui1JWGlXTl94MFEzX2NyMzFpTUJ2aFRGM0ZoWDN2SlRReWJsbzhCcjhrTDM0YWFzZklQYW9TLXIyX0xhZTUzMjBOdFdvRzctMlVja2ZKcUs0RDBoWjAwbFhoWW02by1iUkdMNEVWdkk1QmhzTjBKUQ?oc=5,0,bullish,0.78,\bsurges?|soars?|rall(y|ies)|jumps?|spikes?\b,[],1.4,1,0,,,0.381,weak,lex=0.70; conf=0.78; novelty,0.78,1,gpt-4o-mini,1962439463505450334,0,news.google.com,2020-08-17
